input_file,output_prefix,random_state,n_optuna_trials,threshold_fp_penalty,threshold_fn_penalty,threshold_f1_weight,threshold_recall_weight,n_samples_total,n_samples_train_full,n_samples_test,n_features_base,n_features_engineered,n_dynamic_features,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_fp,test_fn,test_errors,best_threshold_val,best_val_threshold_score,best_optuna_score
features_honeypot_noFakeLP.csv,v13,42,100,0.01,0.02,0.3,0.4,3496,2796,700,53,103,6,0.9942857142857143,0.9941690962099126,0.9941690962099126,0.9941690962099126,0.9998040032339467,2,2,4,0.48999999999999977,0.6029114339354392,0.9427651667021806
